time_slot,weekday,order_gap,demand,supply,temperature,pm25,region_id,poi_ids
46,0,3,7,4,9.666666666666666,152.66666666666666,50,57270
46,2,1,6,5,4.2,73.2,50,57270
46,4,1,7,6,3.0,128.0,50,57270
46,5,1,5,4,4.166666666666667,134.33333333333334,50,57270
47,0,2,15,13,8.0,139.5,50,57270
47,2,2,11,9,4.2,73.2,50,57270
47,4,2,13,11,3.2,133.2,50,57270
47,5,1,7,6,4.166666666666667,134.33333333333334,50,57270
47,6,1,6,5,7.2,136.2,50,57270
48,0,1,12,11,8.0,139.5,50,57270
48,1,2,9,7,7.0,54.5,50,57270
48,2,1,10,9,4.333333333333333,72.33333333333333,50,57270
48,5,2,3,1,4.333333333333333,134.33333333333334,50,57270
48,6,1,4,3,7.5,146.0,50,57270
49,0,2,8,6,11.5,208.0,50,57270
49,2,2,5,3,5.0,68.0,50,57270
49,4,2,15,13,3.0,128.0,50,57270
49,5,1,4,3,4.6,138.2,50,57270
50,2,6,10,4,4.2,73.2,50,57270
50,4,1,4,3,3.25,128.0,50,57270
50,5,2,7,5,4.6,138.2,50,57270
50,6,3,11,8,7.2,136.2,50,57270
51,0,4,7,3,10.333333333333334,152.66666666666666,50,57270
51,1,1,5,4,5.8,73.8,50,57270
51,3,1,7,6,4.5,108.0,50,57270
51,4,2,5,3,3.6,132.6,50,57270
51,5,6,14,8,4.6,138.2,50,57270
51,6,2,8,6,7.5,132.0,50,57270
52,0,4,7,3,8.75,156.25,50,57270
52,3,1,5,4,4.5,105.0,50,57270
52,4,1,6,5,3.5,135.5,50,57270
52,5,1,4,3,4.8,135.0,50,57270
52,6,2,9,7,7.4,136.6,50,57270
53,1,2,9,7,5.4,63.6,50,57270
53,2,1,4,3,5.0,69.0,50,57270
53,4,1,10,9,3.5,135.5,50,57270
53,5,1,5,4,4.666666666666667,131.0,50,57270
54,0,3,7,4,10.333333333333334,157.33333333333334,50,57270
54,2,1,9,8,4.4,71.6,50,57270
54,3,1,8,7,4.5,105.0,50,57270
54,4,2,10,8,3.8,138.2,50,57270
54,6,2,4,2,8.0,136.6,50,57270
55,1,4,8,4,5.6,63.6,50,57270
55,4,2,7,5,3.5,135.5,50,57270
55,5,3,7,4,5.0,135.0,50,57270
55,6,2,4,2,8.0,136.6,50,57270
56,1,3,6,3,6.5,39.5,50,57270
56,3,1,5,4,4.2,93.8,50,57270
56,5,1,6,5,4.833333333333333,131.0,50,57270
56,6,1,10,9,8.4,136.6,50,57270
57,0,4,9,5,8.4,135.8,50,57270
57,1,6,10,4,5.6,63.6,50,57270
57,3,1,7,6,5.0,105.0,50,57270
57,4,2,6,4,3.75,135.5,50,57270
57,5,4,7,3,5.4,135.0,50,57270
58,0,5,9,4,10.333333333333334,155.0,50,57270
58,1,2,6,4,6.5,37.5,50,57270
58,2,2,5,3,5.0,69.0,50,57270
58,3,3,6,3,4.2,95.8,50,57270
59,0,2,5,3,8.75,184.0,50,57270
59,2,4,7,3,5.0,69.0,50,57270
59,3,5,9,4,5.25,107.5,50,57270
59,4,4,8,4,4.25,142.0,50,57270
59,6,3,6,3,8.6,137.0,50,57270
60,1,3,5,2,5.8,62.0,50,57270
60,2,3,6,3,5.0,69.0,50,57270
60,3,2,5,3,5.5,107.5,50,57270
60,4,1,1,0,4.75,142.0,50,57270
60,6,3,10,7,10.0,152.5,50,57270
61,1,2,5,3,6.5,37.5,50,57270
61,3,1,5,4,6.0,107.5,50,57270
61,6,1,6,5,9.2,137.0,50,57270
62,1,2,6,4,5.8,62.0,50,57270
62,4,3,4,1,5.0,142.0,50,57270
62,6,3,5,2,9.2,137.0,50,57270
63,0,3,5,2,10.333333333333334,155.0,50,57270
63,1,3,6,3,6.5,37.5,50,57270
63,2,4,6,2,5.0,69.0,50,57270
63,3,3,8,5,6.5,107.5,50,57270
63,4,1,6,5,5.0,142.0,50,57270
63,5,2,3,1,7.0,136.33333333333334,50,57270
63,6,1,6,5,10.25,152.5,50,57270
64,0,5,6,1,10.333333333333334,157.0,50,57270
64,2,8,13,5,5.0,72.0,50,57270
64,3,2,4,2,6.5,110.0,50,57270
64,4,5,8,3,5.6,149.0,50,57270
64,5,5,7,2,7.5,144.66666666666666,50,57270
65,0,1,6,5,9.0,166.5,50,57270
65,1,1,3,2,6.5,36.5,50,57270
65,2,5,8,3,5.0,72.0,50,57270
65,3,3,5,2,6.5,110.0,50,57270
65,4,10,15,5,5.6,149.0,50,57270
65,5,2,5,3,7.666666666666667,144.66666666666666,50,57270
66,1,1,2,1,5.8,61.2,50,57270
66,2,4,8,4,5.666666666666667,67.66666666666667,50,57270
66,3,9,14,5,6.5,110.0,50,57270
66,4,7,10,3,5.5,151.0,50,57270
66,5,2,6,4,8.0,144.66666666666666,50,57270
66,6,7,11,4,9.6,138.6,50,57270
67,1,5,8,3,5.4,61.2,50,57270
67,2,5,6,1,5.5,72.0,50,57270
67,4,5,8,3,6.2,149.0,50,57270
67,5,5,5,0,8.6,148.0,50,57270
67,6,5,7,2,9.8,138.6,50,57270
68,0,2,5,3,10.333333333333334,155.33333333333334,50,57270
68,1,3,8,5,6.0,36.5,50,57270
68,2,1,2,1,5.5,72.0,50,57270
68,4,1,5,4,6.0,151.0,50,57270
68,5,6,11,5,8.666666666666666,144.66666666666666,50,57270
68,6,12,17,5,10.0,138.6,50,57270
69,0,7,14,7,8.666666666666666,153.66666666666666,50,57270
69,1,1,5,4,5.6,61.2,50,57270
69,2,1,2,1,5.75,72.0,50,57270
69,4,1,3,2,6.6,149.0,50,57270
69,5,4,8,4,9.166666666666666,144.66666666666666,50,57270
69,6,4,9,5,10.0,138.6,50,57270
70,0,7,10,3,9.75,180.25,50,57270
70,2,1,1,0,6.0,76.0,50,57270
70,3,1,5,4,7.25,114.5,50,57270
70,4,2,4,2,6.5,153.5,50,57270
70,5,1,6,5,9.333333333333334,151.33333333333334,50,57270
70,6,3,5,2,10.4,144.4,50,57270
71,0,2,5,3,9.75,177.5,50,57270
71,1,1,4,3,5.6,61.0,50,57270
71,3,4,6,2,7.0,114.5,50,57270
71,6,2,5,3,11.25,140.0,50,57270
72,1,6,10,4,5.6,61.0,50,57270
72,2,2,8,6,5.0,76.0,50,57270
72,3,3,6,3,7.75,114.5,50,57270
72,4,2,4,2,7.4,160.6,50,57270
72,5,1,2,1,10.666666666666666,158.33333333333334,50,57270
73,1,7,11,4,5.6,61.0,50,57270
73,2,1,5,4,5.0,76.0,50,57270
73,4,1,5,4,7.666666666666667,157.33333333333334,50,57270
73,5,1,4,3,10.666666666666666,158.33333333333334,50,57270
73,6,2,5,3,10.6,148.8,50,57270
74,0,1,5,4,9.0,177.5,50,57270
74,2,1,7,6,5.0,76.0,50,57270
74,3,3,7,4,8.0,114.5,50,57270
74,5,2,11,9,10.666666666666666,158.33333333333334,50,57270
75,0,3,7,4,9.25,177.5,50,57270
75,1,2,9,7,5.6,62.6,50,57270
75,2,4,8,4,5.5,76.0,50,57270
75,3,4,8,4,7.5,117.0,50,57270
75,4,4,6,2,7.8,161.0,50,57270
76,1,5,10,5,5.6,60.0,50,57270
76,2,3,11,8,5.5,78.0,50,57270
76,3,1,4,3,7.333333333333333,120.66666666666667,50,57270
76,4,2,7,5,8.0,152.0,50,57270
76,5,2,7,5,11.4,158.2,50,57270
76,6,1,8,7,10.0,137.33333333333334,50,57270
77,0,1,4,3,9.0,179.25,50,57270
77,1,8,14,6,6.0,44.0,50,57270
77,2,5,9,4,5.5,78.0,50,57270
77,3,2,7,5,7.333333333333333,120.66666666666667,50,57270
77,4,3,6,3,8.0,152.0,50,57270
77,5,11,16,5,11.333333333333334,158.0,50,57270
78,0,2,3,1,9.0,179.25,50,57270
78,2,1,4,3,5.5,78.0,50,57270
78,3,1,1,0,7.75,117.0,50,57270
78,4,5,11,6,8.75,172.0,50,57270
78,5,5,12,7,11.8,158.2,50,57270
78,6,1,8,7,10.0,137.33333333333334,50,57270
79,0,2,5,3,8.75,179.25,50,57270
79,1,2,6,4,5.8,60.0,50,57270
79,2,1,4,3,5.5,78.0,50,57270
79,5,8,11,3,11.333333333333334,158.0,50,57270
79,6,1,3,2,10.8,154.2,50,57270
80,0,12,17,5,8.0,96.33333333333333,50,57270
80,1,3,3,0,5.8,60.0,50,57270
80,2,3,4,1,5.5,78.0,50,57270
80,3,1,2,1,7.5,117.0,50,57270
80,5,8,13,5,11.333333333333334,158.0,50,57270
80,6,1,3,2,10.0,137.33333333333334,50,57270
81,0,4,10,6,8.75,179.25,50,57270
81,1,2,5,3,5.8,60.0,50,57270
81,3,2,5,3,8.0,117.0,50,57270
81,4,1,2,1,8.833333333333334,152.0,50,57270
81,5,3,7,4,11.333333333333334,158.0,50,57270
81,6,2,6,4,10.333333333333334,137.33333333333334,50,57270
82,3,2,4,2,8.0,119.0,50,57270
82,4,1,10,9,9.0,138.33333333333334,50,57270
82,6,5,9,4,10.333333333333334,136.33333333333334,50,57270
83,0,5,7,2,9.0,131.5,50,57270
83,1,1,6,5,5.8,60.4,50,57270
83,3,5,7,2,8.0,119.0,50,57270
83,4,1,9,8,9.0,138.33333333333334,50,57270
83,5,3,7,4,11.666666666666666,144.66666666666666,50,57270
83,6,2,10,8,10.333333333333334,136.33333333333334,50,57270
84,0,2,5,3,9.0,187.0,50,57270
84,1,2,8,6,5.8,60.4,50,57270
84,3,3,7,4,8.0,119.0,50,57270
84,4,1,6,5,9.166666666666666,138.33333333333334,50,57270
84,5,6,11,5,12.0,144.66666666666666,50,57270
84,6,4,9,5,10.333333333333334,136.33333333333334,50,57270
85,0,1,2,1,9.0,187.0,50,57270
85,1,2,7,5,5.8,60.4,50,57270
85,4,6,14,8,9.333333333333334,138.33333333333334,50,57270
85,6,4,7,3,10.5,136.33333333333334,50,57270
86,1,1,2,1,6.0,47.0,50,57270
86,3,1,3,2,8.0,119.0,50,57270
86,4,8,10,2,9.5,138.33333333333334,50,57270
86,6,1,10,9,10.666666666666666,136.33333333333334,50,57270
87,2,11,19,8,6.5,78.0,50,57270
87,3,1,3,2,8.25,119.0,50,57270
87,4,2,9,7,9.4,146.6,50,57270
87,6,3,8,5,10.666666666666666,131.33333333333334,50,57270
88,0,1,1,0,9.5,196.75,50,57270
88,2,5,5,0,6.5,79.5,50,57270
88,3,4,5,1,8.0,120.5,50,57270
88,4,1,3,2,9.4,136.4,50,57270
88,6,1,5,4,11.6,135.2,50,57270
89,0,2,4,2,9.0,196.75,50,57270
89,2,4,11,7,6.5,79.5,50,57270
89,3,4,6,2,8.0,120.5,50,57270
89,6,1,4,3,10.666666666666666,121.0,50,57270
90,1,2,6,4,5.8,61.4,50,57270
90,2,4,6,2,7.0,76.0,50,57270
90,3,3,7,4,8.0,120.5,50,57270
90,4,1,2,1,9.4,136.4,50,57270
90,5,1,2,1,12.0,127.0,50,57270
90,6,1,3,2,10.666666666666666,121.0,50,57270
91,0,4,7,3,10.0,170.33333333333334,50,57270
91,1,2,4,2,5.8,61.4,50,57270
91,2,6,8,2,6.5,79.5,50,57270
91,3,1,4,3,8.0,120.33333333333333,50,57270
91,6,1,6,5,10.666666666666666,121.0,50,57270
92,0,5,9,4,8.75,196.75,50,57270
92,2,9,10,1,6.5,79.5,50,57270
92,3,3,9,6,8.0,120.5,50,57270
92,5,4,11,7,12.6,126.8,50,57270
92,6,1,5,4,12.75,123.25,50,57270
93,0,1,5,4,9.0,196.75,50,57270
93,1,1,4,3,5.8,61.4,50,57270
93,4,1,8,7,9.4,136.4,50,57270
93,5,4,9,5,12.333333333333334,127.0,50,57270
93,6,1,4,3,10.666666666666666,121.0,50,57270
94,0,3,7,4,8.75,198.0,50,57270
94,1,2,5,3,5.8,62.0,50,57270
94,2,3,8,5,6.5,81.0,50,57270
94,3,1,9,8,8.0,121.5,50,57270
94,4,2,6,4,10.333333333333334,150.0,50,57270
94,5,4,8,4,12.5,122.0,50,57270
94,6,8,14,6,11.6,135.2,50,57270
95,0,4,9,5,10.0,176.33333333333334,50,57270
95,5,3,8,5,12.8,122.0,50,57270
96,0,4,7,3,9.25,198.0,50,57270
96,1,1,6,5,5.8,62.0,50,57270
96,3,3,5,2,8.0,121.5,50,57270
96,6,4,6,2,10.666666666666666,120.66666666666667,50,57270
97,0,1,4,3,9.25,198.0,50,57270
97,1,1,2,1,6.0,53.5,50,57270
97,3,13,21,8,8.0,121.5,50,57270
97,5,1,5,4,12.6,122.0,50,57270
97,6,1,5,4,13.0,157.0,50,57270
98,0,2,6,4,9.0,198.0,50,57270
98,1,3,11,8,5.6,62.0,50,57270
98,5,1,5,4,12.6,122.0,50,57270
98,6,1,7,6,11.6,135.2,50,57270
99,0,3,7,4,8.75,201.0,50,57270
99,3,2,12,10,8.0,121.5,50,57270
99,4,3,8,5,9.0,141.0,50,57270
100,0,2,6,4,12.0,237.0,50,57270
100,4,1,11,10,8.5,119.75,50,57270
100,6,3,6,3,11.2,136.0,50,57270
101,0,2,10,8,8.75,200.25,50,57270
101,4,1,7,6,8.25,116.25,50,57270
101,5,2,9,7,12.2,117.0,50,57270
101,6,1,6,5,11.2,136.0,50,57270
102,3,1,11,10,8.5,121.5,50,57270
102,4,2,4,2,8.25,116.25,50,57270
102,6,3,6,3,11.2,136.0,50,57270
103,3,2,12,10,8.5,121.5,50,57270
103,4,1,6,5,8.6,123.8,50,57270
103,5,1,14,13,11.6,117.0,50,57270
103,6,3,11,8,9.25,136.5,50,57270
104,3,2,6,4,8.25,121.5,50,57270
104,4,1,11,10,8.2,123.8,50,57270
105,0,1,9,8,8.5,199.25,50,57270
105,3,3,8,5,7.5,123.0,50,57270
105,4,1,9,8,8.2,124.2,50,57270
106,1,1,3,2,5.0,67.4,50,57270
106,3,1,3,2,7.5,127.0,50,57270
106,5,2,5,3,10.8,114.4,50,57270
107,0,2,6,4,8.5,198.75,50,57270
107,1,2,6,4,5.5,61.5,50,57270
107,2,1,9,8,6.0,88.0,50,57270
107,4,2,8,6,7.6,120.8,50,57270
107,6,2,6,4,10.4,139.8,50,57270
108,0,4,8,4,8.5,198.75,50,57270
108,1,2,6,4,5.0,67.4,50,57270
108,2,1,4,3,6.666666666666667,86.33333333333333,50,57270
108,3,1,6,5,7.5,127.0,50,57270
108,6,2,4,2,10.2,139.8,50,57270
109,0,1,9,8,8.25,198.75,50,57270
109,3,1,8,7,7.5,127.0,50,57270
109,4,2,7,5,7.6,120.8,50,57270
109,6,1,4,3,11.0,130.5,50,57270
110,0,3,10,7,8.5,198.75,50,57270
110,1,2,8,6,4.25,73.75,50,57270
110,2,3,6,3,6.0,88.0,50,57270
110,3,4,7,3,8.0,124.0,50,57270
110,6,1,8,7,10.2,139.8,50,57270
111,0,1,7,6,8.5,198.75,50,57270
111,1,1,7,6,4.666666666666667,68.0,50,57270
111,2,1,6,5,6.0,89.5,50,57270
111,3,4,9,5,7.5,127.0,50,57270
111,5,2,9,7,10.4,114.4,50,57270
112,0,1,8,7,8.5,185.75,50,57270
112,1,2,5,3,5.0,70.8,50,57270
112,4,3,11,8,7.0,121.4,50,57270
112,5,1,8,7,10.166666666666666,115.0,50,57270
113,0,1,5,4,10.0,170.33333333333334,50,57270
113,2,1,11,10,6.0,90.0,50,57270
113,4,7,10,3,7.0,121.4,50,57270
113,5,1,5,4,10.2,116.4,50,57270
114,2,1,2,1,6.0,90.0,50,57270
114,3,1,3,2,6.0,104.25,50,57270
114,4,6,12,6,7.0,121.4,50,57270
115,0,1,6,5,8.25,185.75,50,57270
115,4,6,11,5,7.0,121.4,50,57270
115,5,1,3,2,10.5,118.5,50,57270
115,6,1,4,3,10.5,136.75,50,57270
116,0,4,7,3,9.666666666666666,170.33333333333334,50,57270
116,3,1,3,2,6.0,104.25,50,57270
116,4,4,12,8,7.0,121.4,50,57270
116,5,2,3,1,10.0,116.4,50,57270
116,6,1,6,5,10.5,136.75,50,57270
117,0,2,10,8,8.0,184.75,50,57270
117,3,2,5,3,6.4,109.2,50,57270
117,4,2,7,5,7.0,132.0,50,57270
117,5,1,8,7,10.0,116.4,50,57270
118,0,2,7,5,8.0,183.0,50,57270
118,1,2,5,3,5.5,66.0,50,57270
118,2,1,7,6,6.666666666666667,92.33333333333333,50,57270
118,4,4,7,3,7.0,119.6,50,57270
118,5,5,12,7,11.333333333333334,121.0,50,57270
118,6,3,8,5,12.333333333333334,166.66666666666666,50,57270
119,1,1,7,6,5.0,72.4,50,57270
119,2,3,12,9,6.0,94.5,50,57270
119,3,6,9,3,5.75,105.25,50,57270
119,4,1,5,4,6.6,119.6,50,57270
119,5,1,6,5,9.6,129.2,50,57270
119,6,2,5,3,11.666666666666666,150.0,50,57270
120,0,2,4,2,8.5,141.5,50,57270
120,3,1,6,5,5.8,110.0,50,57270
120,5,4,7,3,11.333333333333334,121.0,50,57270
120,6,1,5,4,12.333333333333334,164.0,50,57270
121,0,4,7,3,8.0,183.0,50,57270
121,1,2,7,5,5.5,66.0,50,57270
121,2,4,8,4,6.666666666666667,92.33333333333333,50,57270
121,5,3,10,7,10.0,129.2,50,57270
121,6,4,9,5,11.333333333333334,150.0,50,57270
122,0,3,9,6,8.0,183.0,50,57270
122,1,1,2,1,5.0,72.4,50,57270
122,2,2,9,7,6.666666666666667,92.33333333333333,50,57270
122,3,1,3,2,5.5,105.25,50,57270
122,4,4,13,9,6.0,114.25,50,57270
123,0,3,10,7,9.666666666666666,164.66666666666666,50,57270
123,1,4,9,5,5.5,66.0,50,57270
123,2,4,6,2,6.0,94.5,50,57270
123,3,4,7,3,5.5,114.75,50,57270
123,4,5,7,2,5.0,113.0,50,57270
123,5,1,3,2,10.0,131.5,50,57270
123,6,2,8,6,10.25,149.5,50,57270
124,0,1,4,3,8.0,185.5,50,57270
124,1,2,6,4,5.5,67.0,50,57270
124,4,1,9,8,6.0,122.4,50,57270
124,6,5,11,6,11.333333333333334,159.33333333333334,50,57270
125,0,2,5,3,9.666666666666666,168.0,50,57270
125,1,2,6,4,5.5,67.0,50,57270
125,2,6,15,9,5.5,98.0,50,57270
125,4,1,7,6,6.5,119.0,50,57270
125,5,1,7,6,9.4,140.2,50,57270
125,6,2,5,3,11.333333333333334,159.33333333333334,50,57270
126,0,1,2,1,8.0,185.5,50,57270
126,2,1,5,4,5.25,98.0,50,57270
126,3,2,5,3,5.5,117.5,50,57270
126,4,2,6,4,6.0,119.2,50,57270
126,5,2,4,2,10.0,145.5,50,57270
127,0,1,5,4,12.0,211.0,50,57270
127,1,2,3,1,5.5,67.0,50,57270
127,3,2,4,2,5.5,117.5,50,57270
127,5,2,5,3,9.2,140.2,50,57270
128,0,2,5,3,9.666666666666666,168.0,50,57270
128,3,9,10,1,5.5,117.5,50,57270
128,5,3,8,5,10.0,136.33333333333334,50,57270
129,0,2,7,5,8.0,175.0,50,57270
129,1,2,7,5,5.5,68.5,50,57270
129,2,2,5,3,5.0,98.0,50,57270
129,3,3,3,0,5.8,125.4,50,57270
130,0,1,4,3,12.0,194.0,50,57270
130,1,5,11,6,4.8,76.0,50,57270
130,2,2,5,3,5.0,99.5,50,57270
130,3,5,10,5,5.5,121.5,50,57270
130,5,1,2,1,9.4,146.2,50,57270
130,6,1,4,3,10.25,156.25,50,57270
131,0,1,3,2,9.0,197.0,50,57270
131,1,6,8,2,5.5,69.0,50,57270
131,3,1,2,1,5.5,124.5,50,57270
132,0,1,5,4,9.0,197.0,50,57270
132,1,1,5,4,5.0,74.5,50,57270
132,2,2,4,2,5.0,99.5,50,57270
132,3,3,5,2,5.0,117.33333333333333,50,57270
132,6,1,3,2,9.75,155.0,50,57270
133,1,2,3,1,5.5,69.0,50,57270
133,2,3,4,1,5.0,99.5,50,57270
133,3,9,13,4,5.8,130.2,50,57270
133,4,1,4,3,5.8,122.6,50,57270
133,6,1,4,3,10.333333333333334,160.66666666666666,50,57270
134,2,3,5,2,5.0,99.5,50,57270
134,3,4,4,0,4.6,110.2,50,57270
134,4,3,4,1,5.8,122.6,50,57270
134,5,1,3,2,9.5,154.5,50,57270
134,6,1,5,4,9.75,155.0,50,57270
135,0,3,6,3,12.0,176.0,50,57270
135,2,3,3,0,5.0,99.5,50,57270
135,4,1,4,3,6.25,123.25,50,57270
135,6,1,5,4,9.0,144.5,50,57270
136,1,2,6,4,4.6,80.8,50,57270
136,5,1,3,2,8.6,140.2,50,57270
137,1,4,6,2,5.0,77.5,50,57270
137,2,1,2,1,5.0,99.5,50,57270
137,5,2,7,5,8.5,145.75,50,57270
137,6,2,3,1,9.0,144.0,50,57270
138,0,2,2,0,9.0,185.0,50,57270
138,1,3,6,3,5.0,77.5,50,57270
138,2,3,4,1,5.0,99.5,50,57270
138,4,3,3,0,5.666666666666667,129.0,50,57270
138,6,3,5,2,8.4,141.0,50,57270
139,0,1,4,3,7.5,189.5,50,57270
139,3,1,3,2,4.333333333333333,128.0,50,57270
140,3,1,1,0,4.333333333333333,128.0,50,57270
141,1,2,4,2,4.0,83.66666666666667,50,57270
141,3,1,3,2,4.0,120.4,50,57270
141,4,11,13,2,5.666666666666667,129.0,50,57270
141,5,3,4,1,8.2,153.2,50,57270
141,6,1,2,1,8.5,141.5,50,57270
142,1,3,3,0,4.0,83.0,50,57270
142,5,1,2,1,8.0,147.0,50,57270
143,1,3,5,2,4.6,79.2,50,57270
143,2,5,5,0,5.5,102.5,50,57270
143,3,2,2,0,2.6666666666666665,92.66666666666667,50,57270
143,4,3,7,4,5.5,130.0,50,57270
143,5,4,4,0,8.0,147.0,50,57270
0,0,3,97,94,8.0,134.2,46,495925
0,3,16,113,97,5.5,102.5,46,495925
0,4,10,177,167,4.333333333333333,171.33333333333334,46,495925
0,5,5,135,130,5.6,129.6,46,495925
0,6,7,144,137,8.0,147.0,46,495925
1,2,14,93,79,4.0,83.0,46,495925
1,4,3,99,96,4.5,168.5,46,495925
1,6,6,105,99,8.0,147.0,46,495925
2,4,2,95,93,4.0,171.33333333333334,46,495925
2,5,1,85,84,5.333333333333333,130.0,46,495925
2,6,2,98,96,8.0,147.0,46,495925
3,3,3,79,76,5.5,102.0,46,495925
3,5,6,81,75,5.333333333333333,130.33333333333334,46,495925
3,6,2,103,101,8.0,147.0,46,495925
4,2,1,46,45,4.0,85.0,46,495925
4,3,6,72,66,5.5,102.0,46,495925
4,5,5,77,72,5.333333333333333,133.33333333333334,46,495925
4,6,2,67,65,8.0,146.66666666666666,46,495925
5,4,5,88,83,4.333333333333333,171.66666666666666,46,495925
5,6,1,72,71,7.666666666666667,146.66666666666666,46,495925
6,0,1,46,45,8.0,125.66666666666667,46,495925
6,4,12,91,79,4.333333333333333,171.66666666666666,46,495925
6,5,5,52,47,5.166666666666667,133.33333333333334,46,495925
7,2,7,38,31,4.0,87.66666666666667,46,495925
7,4,7,79,72,4.333333333333333,171.66666666666666,46,495925
9,0,2,31,29,8.0,125.66666666666667,46,495925
9,2,3,39,36,3.6666666666666665,87.66666666666667,46,495925
11,2,1,31,30,3.6666666666666665,88.0,46,495925
11,4,1,54,53,4.0,183.0,46,495925
11,5,1,30,29,4.666666666666667,142.33333333333334,46,495925
11,6,7,37,30,7.666666666666667,152.0,46,495925
12,4,3,43,40,4.0,183.0,46,495925
13,5,1,23,22,4.666666666666667,145.0,46,495925
13,6,4,30,26,7.666666666666667,152.0,46,495925
14,1,7,41,34,6.0,137.0,46,495925
14,4,7,62,55,4.0,183.0,46,495925
